Price,Age,Mileage,FuelType,Horsepower,MetColor,Automatic,Displacement,Doors,Weight
7319,77,90718,Petrol,110,0,0,98,4,2282
8549,80,89204,Petrol,86,1,1,79,3,2304
9779,71,86461,Diesel,73,0,0,122,2,2458
11009,79,86060,Petrol,86,0,0,79,5,2315
9779,74,85588,Diesel,90,1,0,122,5,2502
11685,80,85238,Diesel,90,1,0,122,5,2502
10578,76,83816,Diesel,72,1,0,122,3,2458
7319,71,83674,Diesel,72,0,0,122,5,2502
9533,73,83599,Petrol,110,0,0,98,5,2359
9779,79,81710,Diesel,72,0,0,122,5,2513
8549,77,81590,Petrol,110,1,0,98,3,2315
8918,74,80794,Petrol,110,1,0,98,3,2315
7995,78,80778,Petrol,86,0,0,79,5,2238
8918,77,80132,Petrol,110,1,0,98,5,2359
11378,80,79754,Petrol,110,1,0,98,5,2359
10148,73,79539,Petrol,110,1,0,98,3,2315
8918,71,79013,Diesel,72,1,0,122,3,2458
6458,72,78590,Petrol,110,1,0,98,4,2282
9717,77,78293,Petrol,110,1,0,98,5,2315
8487,76,78155,Petrol,110,0,0,98,3,2315
9717,75,77920,Petrol,110,0,0,98,3,2315
8918,74,77615,Diesel,72,0,0,122,5,2502
10394,70,77512,Petrol,110,1,0,98,3,2315
9779,76,77417,Petrol,110,1,0,98,5,2370
9779,74,77085,Petrol,110,1,0,98,3,2315
7934,72,76679,Petrol,110,1,0,98,3,2315
8180,75,76493,Petrol,110,1,0,98,5,2359
9779,74,76476,Petrol,86,1,0,79,3,2238
8918,80,76317,Petrol,86,0,0,79,5,2293
9164,77,75987,Petrol,110,0,0,98,3,2315
9779,74,75745,Petrol,110,1,0,98,4,2282
8918,77,75525,Petrol,110,1,0,98,5,2359
10148,71,74859,Diesel,72,1,0,122,3,2458
11009,76,74728,Diesel,72,1,0,122,5,2502
9533,74,74686,Petrol,110,1,0,98,3,2315
10455,71,74565,Petrol,110,0,0,98,5,2392
9533,78,74565,Petrol,110,0,0,98,5,2370
7073,73,72003,Petrol,110,0,0,98,4,2282
8487,76,71672,Petrol,110,1,0,98,5,2359
7995,71,71555,Petrol,110,1,0,98,3,2315
7995,78,71458,Petrol,107,1,1,98,5,2425
9348,77,70997,Petrol,86,1,0,79,5,2315
11009,73,70192,Diesel,72,1,0,122,5,2502
9164,74,69784,Petrol,110,1,0,98,5,2359
9041,72,69594,Petrol,86,1,0,79,3,2238
9533,73,69346,Petrol,86,1,0,79,3,2238
9176,80,69216,CNG,110,0,0,98,3,2388
11378,76,68911,Petrol,110,1,0,98,5,2392
8918,80,68902,Petrol,110,1,0,98,3,2326
7995,72,68745,Petrol,86,1,0,79,3,2238
8364,80,68351,Petrol,110,1,0,98,4,2282
10701,75,68065,Petrol,110,0,0,98,5,2392
9225,78,67893,Petrol,110,0,0,98,5,2359
9533,71,66807,Petrol,110,1,0,98,3,2315
9779,73,66554,Petrol,110,1,0,98,3,2315
12239,75,66487,Petrol,110,1,0,98,3,2315
8167,74,66021,Petrol,110,0,0,98,5,2359
10763,71,65959,Petrol,86,0,0,79,3,2238
9533,72,65932,Petrol,110,1,0,98,3,2315
7319,72,65776,Petrol,86,0,0,79,3,2238
8303,77,65338,Petrol,86,0,0,79,3,2238
7995,80,65328,Petrol,110,1,0,98,3,2315
10763,76,64836,Petrol,110,1,0,98,3,2315
9779,74,64716,Petrol,110,1,0,98,3,2315
8303,74,64623,Petrol,86,1,0,79,3,2227
9779,73,64076,Petrol,86,1,0,79,5,2282
9779,80,63566,Petrol,86,1,0,79,3,2238
11009,75,63383,Petrol,107,1,1,98,5,2436
9533,77,63380,Petrol,86,1,0,79,3,2238
7934,75,63290,Petrol,110,1,0,98,5,2359
8487,74,63239,Petrol,110,0,0,98,3,2315
10394,75,62857,Petrol,110,1,0,98,5,2392
8303,74,62758,Petrol,86,0,0,79,3,2238
9902,74,62592,Petrol,86,1,1,79,4,2271
11685,79,62584,Petrol,110,0,0,98,5,2359
9533,78,62440,Petrol,110,0,0,98,4,2282
10455,80,62422,Petrol,110,0,0,98,5,2392
9588,75,62256,Petrol,110,1,0,98,3,2315
7983,80,62214,Petrol,110,1,0,98,3,2315
9779,73,62119,Petrol,110,1,0,98,3,2315
7903,79,61762,Petrol,86,0,0,79,5,2282
11009,69,61748,Petrol,86,1,0,79,5,2282
8549,72,61668,Petrol,110,1,0,98,5,2456
10763,79,61355,Petrol,110,0,0,98,5,2392
10394,71,60990,Petrol,110,1,0,98,3,2315
9779,77,60894,Petrol,110,1,0,98,5,2348
9779,80,60613,Petrol,86,0,0,79,5,2282
10947,78,60605,Petrol,110,1,0,98,5,2359
11009,73,60580,Petrol,110,1,0,98,5,2392
10947,73,60326,Petrol,110,1,0,98,5,2392
9779,69,60273,Petrol,110,0,0,98,4,2282
7989,74,59839,Petrol,86,1,0,79,3,2238
8918,78,59652,Petrol,86,1,0,79,3,2238
11378,74,59652,Petrol,110,1,0,98,5,2392
8180,78,59595,Petrol,110,1,0,98,5,2359
8598,79,59465,Petrol,110,0,0,98,5,2392
9533,78,59435,Petrol,110,1,0,98,5,2359
8549,79,59030,Petrol,86,1,0,79,5,2282
8918,80,58687,Petrol,110,0,0,98,3,2315
12239,80,58458,Petrol,110,1,0,98,5,2392
11378,80,58310,Petrol,110,0,0,98,5,2359
8856,79,57843,Petrol,86,1,0,79,5,2282
10148,72,57829,Petrol,110,1,0,98,5,2370
11009,79,57812,Petrol,110,1,0,98,3,2315
10148,77,57788,Petrol,110,1,0,98,5,2370
7688,80,57682,Petrol,86,1,0,79,3,2238
12177,80,57325,Petrol,107,0,1,98,5,2436
8979,80,57226,Petrol,86,1,0,79,5,2282
11009,72,57117,Petrol,86,1,0,79,3,2249
7995,70,57104,Petrol,86,1,0,79,3,2238
9779,78,56793,Petrol,110,1,0,98,5,2359
9164,75,56596,Petrol,110,1,0,98,3,2315
9779,71,56153,Petrol,86,1,0,79,5,2282
10455,78,56138,Petrol,86,1,0,79,5,2282
8549,77,56113,Petrol,86,1,0,79,3,2238
9779,78,55930,Petrol,86,0,1,79,3,2304
8303,77,55923,Petrol,86,1,0,79,3,2238
10394,70,55913,Petrol,110,0,0,98,3,2326
9225,78,55894,Petrol,110,0,0,98,5,2456
10763,74,55799,Diesel,72,1,0,122,3,2458
10763,79,55761,Petrol,86,1,0,79,5,2282
11009,76,55625,Petrol,110,1,0,98,3,2315
9164,75,55617,Petrol,86,0,0,79,3,2238
11316,69,55362,Petrol,110,1,0,98,5,2392
11009,74,55116,Petrol,110,1,0,98,3,2315
9656,72,54991,Petrol,110,1,0,98,5,2370
8549,73,54796,Diesel,72,1,0,122,3,2458
8856,75,54681,Petrol,110,1,0,98,3,2315
9164,78,54521,Petrol,110,0,0,98,3,2326
8303,75,54440,Petrol,86,0,0,79,3,2238
9225,73,54282,Petrol,110,1,0,98,3,2315
9164,72,54111,Petrol,110,0,0,98,4,2282
9779,70,54059,Petrol,110,1,0,98,4,2282
8918,78,54059,Petrol,110,1,0,98,4,2282
9779,73,54059,Petrol,86,1,0,79,3,2238
10148,80,54059,Petrol,86,1,0,79,3,2238
10148,72,53972,Petrol,110,0,0,98,5,2370
8303,80,53506,Petrol,110,1,0,98,3,2326
10763,79,53438,Petrol,86,1,0,79,5,2293
11009,80,53438,Petrol,110,0,0,98,3,2315
10455,70,53353,Diesel,72,1,0,122,5,2502
10148,80,53168,Petrol,110,0,0,98,5,2359
11624,70,53109,Petrol,107,0,1,98,3,2381
9779,73,52941,Petrol,110,1,0,98,3,2315
9717,70,52817,Petrol,110,1,0,98,3,2326
10455,73,52809,Petrol,110,1,0,98,3,2315
10148,79,52795,Petrol,110,0,0,98,5,2359
10148,76,52488,Petrol,110,1,0,98,5,2359
11009,73,52445,Petrol,110,1,0,98,4,2282
9779,74,52272,Petrol,110,0,0,98,3,2315
8549,80,52195,Petrol,110,0,0,98,5,2370
8918,78,52195,Petrol,110,1,0,98,5,2348
9533,77,52195,Petrol,110,1,0,98,5,2392
10701,75,52102,Petrol,110,1,0,98,3,2326
11009,80,51909,Petrol,110,1,0,98,5,2359
8303,76,51825,Petrol,110,1,0,98,5,2359
9225,71,51755,Petrol,110,1,0,98,5,2359
9779,69,51656,Petrol,86,0,0,79,3,2238
11009,71,51603,Petrol,86,1,1,79,3,2304
9779,71,51387,Petrol,110,0,0,98,3,2315
9164,78,51372,Petrol,86,0,0,79,3,2238
7319,78,51322,Petrol,86,1,0,79,3,2238
9533,75,51111,Petrol,110,1,0,98,3,2315
8549,77,51016,Petrol,86,1,0,79,3,2238
10763,80,50965,Petrol,86,1,0,79,5,2282
11009,71,50952,Petrol,110,1,0,98,5,2370
9219,79,50945,Petrol,110,1,0,98,5,2359
9533,76,50909,Petrol,110,0,0,98,5,2359
8549,70,50743,Petrol,110,0,0,98,3,2315
9828,77,50012,Petrol,110,1,0,98,5,2359
8918,78,49710,Petrol,110,1,0,98,4,2348
8487,69,49088,Petrol,86,0,0,79,3,2238
9533,74,49022,Petrol,110,0,0,98,5,2359
8918,78,48895,Petrol,110,0,0,98,4,2282
11009,77,48737,Petrol,86,0,0,79,3,2238
10455,71,48628,Petrol,110,0,0,98,3,2315
9779,72,48542,Petrol,110,1,0,98,5,2370
8549,77,47846,Petrol,86,0,0,79,3,2238
9840,78,47846,Petrol,110,0,0,98,3,2315
9779,75,47462,Petrol,110,1,0,98,3,2326
10455,76,47391,Petrol,86,1,0,79,3,2238
9213,73,47318,Petrol,86,1,0,79,3,2238
10148,80,47224,Petrol,110,0,0,98,3,2315
11378,71,47224,Petrol,110,1,0,98,5,2359
9779,72,47125,Petrol,86,0,0,79,5,2282
11685,77,47099,Petrol,110,1,0,98,3,2315
11009,72,46929,Petrol,110,1,0,98,3,2456
10394,78,46804,Petrol,86,1,0,79,5,2315
9834,79,46803,Petrol,110,1,0,98,4,2458
10763,78,46743,Petrol,110,0,0,98,4,2282
7319,71,46656,Petrol,86,0,0,79,5,2282
10455,73,46603,Petrol,110,0,0,98,5,2370
11009,69,46603,Petrol,86,1,0,79,4,2205
10763,69,46603,Petrol,86,1,0,79,4,2205
9348,78,46557,Petrol,110,1,0,98,5,2370
8788,80,46469,Petrol,110,1,0,98,5,2359
10394,69,46337,Petrol,110,1,0,98,5,2392
7319,75,46334,Petrol,86,1,0,79,3,2238
11070,80,46103,Petrol,110,0,0,98,5,2370
8918,80,46075,Petrol,110,1,0,98,3,2315
9102,75,46041,Petrol,110,1,0,98,3,2315
10824,79,46039,Petrol,110,1,0,98,5,2370
9533,71,45981,Petrol,110,0,0,98,3,2315
9225,75,45981,Petrol,86,1,0,79,3,2238
10394,78,45757,Petrol,86,1,1,79,4,2238
9102,75,45646,Petrol,110,1,0,98,5,2359
9225,80,45484,Petrol,110,1,0,98,5,2359
11009,76,45432,Petrol,110,1,0,98,5,2370
11009,70,45369,Petrol,110,1,0,98,5,2370
9779,77,45176,Petrol,110,1,0,98,3,2315
9779,79,44943,Petrol,110,1,0,98,5,2370
9779,78,44877,Petrol,110,1,0,98,5,2359
11009,71,44818,Petrol,107,1,1,98,5,2425
9533,78,44795,Petrol,110,1,0,98,5,2359
10148,78,44739,Petrol,110,1,0,98,4,2282
9779,78,44739,Petrol,110,0,0,98,3,2326
9533,77,44677,Petrol,86,1,0,79,3,2238
10455,77,44630,Petrol,110,0,0,98,5,2370
8549,80,44577,Petrol,110,1,0,98,5,2359
9225,80,44428,Petrol,110,1,0,98,4,2282
9533,79,44340,Petrol,110,1,0,98,3,2315
7319,79,44281,Petrol,86,0,0,79,3,2238
9225,78,44233,Petrol,110,0,0,98,3,2315
11009,72,44151,Petrol,86,0,1,79,3,2304
9779,76,44117,Petrol,110,1,0,98,3,2315
8487,80,44079,Petrol,110,1,1,98,5,2425
9164,77,44075,Petrol,110,1,0,98,3,2315
10455,80,43867,Petrol,107,1,1,98,3,2381
9225,73,43795,Petrol,110,1,0,98,5,2370
10763,77,43573,Petrol,110,1,0,98,3,2315
9225,76,43520,Petrol,110,1,0,98,3,2315
12239,80,43436,Petrol,110,0,0,98,5,2359
9779,75,43116,Petrol,86,0,0,79,3,2227
12239,75,43073,Petrol,110,1,0,98,5,2359
11378,78,42875,Petrol,110,1,0,98,5,2370
11378,73,42867,Petrol,86,1,0,79,5,2282
12239,79,42840,Petrol,110,1,0,98,5,2392
7319,74,42430,Petrol,110,1,0,98,3,2315
9834,76,42253,Petrol,110,1,0,98,5,2370
11009,70,42253,Petrol,86,1,1,79,3,2304
9164,75,41912,Petrol,86,1,0,79,4,2205
10148,76,41797,Petrol,86,1,0,79,5,2282
10455,78,41790,Petrol,110,0,0,98,5,2392
10455,70,41694,Petrol,110,1,0,98,5,2370
11562,69,41689,Diesel,72,1,0,122,3,2458
8918,80,41557,Petrol,110,1,0,98,3,2326
11009,79,41542,Petrol,110,1,0,98,5,2370
11624,80,41534,Petrol,110,1,0,98,5,2370
10455,74,41457,Petrol,110,1,0,98,3,2315
8303,80,41115,Petrol,86,1,0,79,3,2238
9102,80,40979,Petrol,110,0,0,98,5,2359
11009,78,40700,Petrol,86,1,0,79,3,2238
8487,80,40580,Petrol,110,1,0,98,3,2326
9533,79,40547,Petrol,86,1,0,79,3,2238
11009,71,40402,Diesel,72,1,0,122,3,2458
8549,75,40393,Petrol,86,1,0,79,3,2238
10449,77,39942,Petrol,110,0,0,98,4,2282
12300,75,39768,Petrol,107,0,1,98,3,2392
8609,71,39768,Petrol,110,1,0,98,5,2359
11009,80,39768,Petrol,110,0,0,98,3,2326
10455,79,39717,Petrol,110,0,0,98,4,2282
10763,75,39540,Petrol,110,1,0,98,4,2282
9224,80,39457,Petrol,110,1,0,98,3,2315
11070,80,39312,Petrol,110,1,0,98,4,2282
11009,77,38895,Petrol,110,1,0,98,3,2315
8549,80,38886,Petrol,110,0,0,98,5,2370
10455,77,38702,Petrol,110,1,0,98,5,2370
10394,77,38467,Petrol,86,1,1,79,5,2348
11009,74,38339,Petrol,110,0,0,98,5,2359
10148,77,38306,Petrol,110,1,0,98,5,2359
9779,75,38293,Petrol,86,0,0,79,5,2282
9164,70,38221,Petrol,110,0,0,98,4,2282
11070,79,38006,Petrol,107,1,1,98,3,2381
8795,70,37904,Petrol,110,1,0,98,4,2282
9533,76,37800,Petrol,110,1,0,98,4,2282
7189,70,37655,Petrol,86,0,0,79,3,2337
10455,72,37582,Petrol,110,1,0,98,5,2370
10148,80,37578,Petrol,110,1,0,98,5,2456
11624,79,37370,Petrol,110,0,0,98,3,2315
8303,69,37313,Petrol,110,1,0,98,3,2315
10332,77,37282,Petrol,110,1,0,98,3,2315
9717,76,37282,Petrol,110,0,0,98,3,2315
9779,76,37167,Petrol,110,1,0,97,3,2326
10763,80,36863,Petrol,110,1,0,98,5,2392
12177,73,36810,Petrol,110,1,0,98,3,2315
7989,71,36763,Petrol,110,0,0,98,4,2282
10148,70,36671,Petrol,107,1,1,98,3,2381
8487,69,36631,Petrol,110,1,0,98,3,2315
9225,74,36322,Petrol,86,1,0,79,3,2238
9779,75,36251,Petrol,86,1,1,79,4,2271
10148,80,36205,Petrol,110,1,0,98,5,2359
11009,80,36040,Petrol,110,0,0,98,3,2326
11993,70,35933,Petrol,110,0,0,98,3,2315
10148,80,35907,Petrol,86,0,0,79,3,2238
10947,78,35808,Petrol,110,0,0,98,5,2370
11009,75,35752,Petrol,86,1,0,79,5,2315
8303,76,35582,Petrol,110,1,0,98,3,2315
9779,75,35508,Petrol,110,1,0,98,5,2359
10578,69,35478,Petrol,86,1,0,79,3,2260
9533,80,35418,Petrol,86,0,0,79,4,2205
9594,73,35148,Petrol,110,1,0,98,3,2315
10763,73,34988,Petrol,110,1,0,98,3,2315
11685,79,34930,Petrol,86,0,0,79,3,2238
9533,74,34879,Petrol,110,0,0,98,4,2282
12239,79,34439,Petrol,110,0,0,98,5,2370
9533,77,33827,Petrol,86,1,0,79,3,2238
7319,69,33435,Petrol,110,1,0,98,3,2315
13469,76,33015,Petrol,110,1,0,98,5,2359
11624,77,32871,Petrol,110,1,0,98,4,2370
10148,80,32746,Petrol,110,0,0,98,3,2315
11993,69,32510,Petrol,110,0,0,98,5,2359
9164,78,32490,Petrol,110,0,0,98,5,2456
10763,75,32311,Petrol,110,0,0,98,5,2370
10763,69,32311,Petrol,110,1,0,98,3,2315
10455,73,32311,Petrol,110,1,1,98,4,2348
11009,70,32233,Petrol,86,0,0,79,4,2205
9225,79,30961,Petrol,86,1,0,79,5,2282
8918,69,30845,Petrol,110,1,0,98,4,2282
9164,80,30808,Petrol,110,1,0,98,4,2282
10763,76,30553,Petrol,86,0,0,79,3,2304
12054,77,30347,Petrol,110,0,0,98,3,2326
9225,71,30184,Petrol,86,1,0,79,3,2238
11009,75,30074,Petrol,110,1,0,98,5,2370
11009,74,29976,Petrol,86,1,0,79,5,2282
9164,70,29798,Petrol,110,1,0,98,5,2359
11009,71,29598,Petrol,110,1,0,98,5,2370
12915,78,29453,Petrol,86,1,0,79,5,2293
8610,73,29428,Petrol,86,0,0,79,3,2227
10455,77,28277,Petrol,110,1,0,98,3,2315
9533,76,28216,Petrol,86,1,0,79,5,2282
11009,70,27868,Petrol,110,1,0,98,3,2315
10148,69,27854,Petrol,110,0,0,98,5,2370
11378,80,27616,Petrol,110,1,0,98,3,2315
9717,75,27166,Petrol,110,1,0,98,5,2359
10455,78,27105,Petrol,86,1,0,79,4,2205
9779,76,27050,Petrol,110,0,0,98,5,2359
12239,69,26595,Petrol,110,1,0,98,3,2315
10763,74,26295,Petrol,107,1,1,98,5,2425
9225,80,26213,Petrol,110,1,0,98,3,2315
8549,72,26098,Petrol,110,1,0,98,3,2315
11009,79,24913,Petrol,110,0,0,98,5,2456
10763,79,24731,Petrol,107,0,1,98,3,2381
9533,73,24338,Petrol,86,0,0,79,3,2238
10394,75,24199,Petrol,110,1,0,98,3,2315
10025,76,22703,Petrol,110,0,1,98,4,2370
10455,78,22369,Petrol,86,0,1,79,3,2304
9348,78,22369,Petrol,110,1,0,98,3,2315
9779,80,22258,Petrol,86,0,1,79,3,2238
9533,73,21572,Petrol,86,0,0,79,3,2238
9779,80,21127,Petrol,86,1,0,79,4,2205
12239,78,19240,Petrol,110,0,1,98,3,2381
11009,71,18020,Petrol,86,1,1,79,3,2304
10394,72,16156,Petrol,86,0,0,79,3,2238
11009,78,14913,Petrol,86,1,1,79,5,2348
10394,80,14292,Petrol,86,0,0,79,3,2238
9225,69,12765,Petrol,86,1,0,79,3,2260
13339,72,11806,Petrol,86,0,0,79,3,2238
10455,71,10573,Petrol,86,0,0,79,3,2238
8918,70,10511,Petrol,86,1,0,79,3,2238
8549,76,1,Petrol,110,0,0,98,5,2456
